date,djia
2013-01-24,130.625304706367
2013-01-25,131.29282423591926
2013-01-28,131.16007619076416
2013-01-29,131.84498051768907
2013-01-30,131.42925710225663
2013-01-31,130.958355851685
2013-02-01,132.36813064297294
2013-02-04,131.1425969107971
2013-02-05,132.08005321259716
2013-02-06,132.14826964576588
2013-02-07,131.74700206727914
2013-02-08,132.20921091916443
2013-02-11,132.00390024149752
2013-02-12,132.45231463459805
2013-02-13,132.11416142918154
2013-02-14,132.02421399929705
2013-02-15,132.10329593082363
2013-02-19,132.61265159732278
2013-02-20,131.5910113038976
2013-02-21,131.1476989708956
2013-02-22,132.28101769092098
2013-02-25,130.23641434774888
2013-02-26,131.3320345126021
2013-02-27,132.98774749715608
2013-02-28,132.79046784001451
2013-03-01,133.1227631245772
2013-03-04,133.4833087048704
2013-03-05,134.6733169815457
2013-03-06,135.07458456003238
2013-03-07,135.3887391864671
2013-03-08,136.0272525595335
2013-03-11,136.50174414869295
2013-03-12,136.5279158273463
2013-03-13,136.5772357416317
2013-03-14,137.36956677840806
2013-03-15,137.1330768445837
2013-03-18,136.5468123462296
2013-03-19,136.5823378017302
2013-03-20,137.11058998711258
2013-03-21,136.25797905509847
2013-03-22,137.1134244649451
2013-03-25,136.50609034803608
2013-03-26,137.56335057955624
2013-03-27,137.24692837085553
2013-03-28,137.74182820040895
2013-04-01,137.68806760418593
2013-04-02,138.5304744160031
2013-04-03,137.47548176674894
2013-04-04,138.0023167132151
2013-04-05,137.61626083242942
2013-04-08,138.07195038530006
2013-04-09,138.63865698660993
2013-04-10,139.85540383750507
2013-04-11,140.44969935638457
2013-04-12,140.44894349562924
2013-04-15,137.93702924047332
2013-04-16,139.42588596328787
2013-04-17,138.12023099104684
2013-04-18,137.35067025952478
2013-04-19,137.4486487099347
2013-04-22,137.63440149055742
2013-04-23,139.07327692092565
2013-04-24,138.6654900434242
2013-04-25,138.8969723997445
2013-04-26,139.00798944818388
2013-04-29,140.01139460088666
2013-04-30,140.21028046213328
2013-05-01,138.8983896386608
2013-05-02,140.13261576952294
2013-05-03,141.47785894882446
2013-05-06,141.4299562734553
2013-05-07,142.2548838053054
2013-05-08,142.71709265719068
2013-05-09,142.5045068197537
2013-05-10,142.8434158859255
2013-05-13,142.590108050295
2013-05-14,143.75762946949914
2013-05-15,144.3286822701522
2013-05-16,143.9274146916655
2013-05-17,145.0723547708041
2013-05-20,144.89170405027988
2013-05-21,145.38584801907794
2013-05-22,144.62611347737518
2013-05-23,144.50640403024957
2013-05-24,144.58765906144777
2013-05-28,145.59191455750022
2013-05-29,144.58482458361522
2013-05-30,144.7901352612822
2013-05-31,142.8158269683559
2013-06-03,144.12403297064614
2013-06-04,143.4013356059547
2013-06-05,141.35153572008966
2013-06-06,142.10767992320456
2013-06-07,144.06819375734605
2013-06-10,143.97815184486714
2013-06-11,142.87676824175452
2013-06-12,141.67882342714825
2013-06-13,143.38754114716988
2013-06-14,142.3869704722996
2013-06-17,143.42316108526492
2013-06-18,144.73061122679982
2013-06-19,142.78389185144312
2013-06-20,139.44043628282802
2013-06-21,139.8285707806908
2013-06-24,138.50732618037105
2013-06-25,139.45923831911685
2013-06-26,140.8748710312586
2013-06-27,141.95527949841082
2013-06-28,140.8697689711601
2013-07-01,141.4873072082661
2013-07-02,141.08528376902407
2013-07-03,141.61570905407802
2013-07-05,143.00734318723806
2013-07-08,143.84682103862826
2013-07-09,144.56158186538875
2013-07-10,144.4795709734353
2013-07-11,146.07878336652826
2013-07-12,146.11071848344102
2013-07-15,146.29930574189623
2013-07-16,145.9930876533925
2013-07-17,146.16948665716802
2013-07-18,146.90663985880522
2013-07-19,146.86128821348532
2013-07-22,146.87838956307468
2013-07-23,147.0880464400848
2013-07-24,146.84711582432288
2013-07-25,146.97343905305766
2013-07-26,147.00386244845976
2013-07-29,146.6555996054407
2013-07-30,146.64256100741122
2013-07-31,146.4436751461646
2013-08-01,147.65758751922718
2013-08-02,147.94424771068674
2013-08-05,147.50745467669947
2013-08-06,146.62508172744418
2013-08-07,146.1709038960843
2013-08-08,146.43214826964578
2013-08-09,145.74422049969954
2013-08-12,145.68913714715478
2013-08-13,145.98515111546155
2013-08-14,144.91419090775102
2013-08-15,142.78389185144312
2013-08-16,142.49364132139573
2013-08-19,141.82536593108819
2013-08-20,141.75214192041543
2013-08-21,140.7559174448883
2013-08-22,141.38129773733084
2013-08-23,141.82319283141658
2013-08-26,141.2180318141792
2013-08-27,139.6087097834837
2013-08-28,140.0658165752705
2013-08-29,140.2211459604912
2013-08-30,139.93165129119913
2013-09-03,140.15510262699408
2013-09-04,141.07073344948395
2013-09-05,141.1331864443932
2013-09-06,140.9916515179574
2013-09-09,142.3202657606416
2013-09-10,143.52907607360572
2013-09-11,144.80969315832638
2013-09-12,144.5644163432213
2013-09-13,145.27700407031014
